Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Angelica,2020-10-19 20:47:38,00:35:58,Autoplayed: user action: None; ,Unsolved Mysteries: Volume 2: Stolen Kids (Episode 6),,FireTV 4K Stick 2018,00:36:01,00:36:01,US (United States)
Angelica,2020-10-19 20:00:49,00:46:48,,Unsolved Mysteries: Volume 2: Lady in the Lake (Episode 5),,FireTV 4K Stick 2018,00:46:51,00:46:51,US (United States)
Angelica,2020-10-19 19:14:39,00:46:03,Autoplayed: user action: None; ,Unsolved Mysteries: Volume 2: Tsunami Spirits (Episode 4),,FireTV 4K Stick 2018,00:46:07,00:46:07,US (United States)
Angelica,2020-10-19 18:40:05,00:34:34,Autoplayed: user action: None; ,Unsolved Mysteries: Volume 2: Death Row Fugitive (Episode 3),,FireTV 4K Stick 2018,00:34:37,00:34:37,US (United States)
Angelica,2020-10-19 17:58:14,00:41:50,Autoplayed: user action: None; ,Unsolved Mysteries: Volume 2: A Death in Oslo (Episode 2),,FireTV 4K Stick 2018,00:41:53,00:41:53,US (United States)
Angelica,2020-10-19 17:13:05,00:45:07,,Unsolved Mysteries: Volume 2: Washington Insider Murder (Episode 1),,FireTV 4K Stick 2018,00:45:28,00:45:28,US (United States)
Angelica,2020-10-19 17:12:53,00:00:04,Autoplayed: user action: None; ,Unsolved Mysteries: Volume 2: Death Row Fugitive (Episodic Hook),HOOK,FireTV 4K Stick 2018,00:00:04,00:00:04,US (United States)
Angelica,2020-10-19 08:32:07,00:02:44,,Trailer: The Trial of the Chicago 7,TRAILER,FireTV 4K Stick 2018,00:02:44,Not latest view,US (United States)
Angelica,2020-10-19 08:31:02,00:01:02,,Evil: Season 1_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:01:02,Not latest view,US (United States)
Angelica,2020-10-19 08:30:30,00:00:31,Autoplayed: user action: None; ,The 100: Season 1_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:31,Not latest view,US (United States)
Angelica,2020-10-19 06:50:14,01:40:13,,Sleepy Hollow,,FireTV 4K Stick 2018,01:40:13,01:40:13,US (United States)
Angelica,2020-10-19 06:50:02,00:00:09,Autoplayed: user action: None; ,Sleepy Hollow_hook_01_16x9,HOOK,FireTV 4K Stick 2018,00:00:09,00:00:09,US (United States)
Angelica,2020-10-19 06:47:27,00:00:31,Autoplayed: user action: None; ,The 100: Season 1_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:31,Not latest view,US (United States)
everyone else,2020-10-19 03:16:25,00:07:46,Autoplayed: user action: None; ,The 100: Season 1: I Am Become Death (Episode 10),,Amazon TVAFTKM Smart TV,00:08:33,Not latest view,US (United States)
everyone else,2020-10-19 02:36:45,00:39:37,Autoplayed: user action: Unspecified; ,The 100: Season 1: Unity Day (Episode 9),,Amazon TVAFTKM Smart TV,00:40:54,00:40:54,US (United States)
everyone else,2020-10-19 02:28:48,00:07:53,Autoplayed: user action: Unspecified; ,The 100: Season 1: Day Trip (Episode 8),,Amazon TVAFTKM Smart TV,00:41:48,00:41:48,US (United States)
everyone else,2020-10-19 01:50:51,00:32:46,Autoplayed: user action: None; ,The 100: Season 1: Day Trip (Episode 8),,Amazon TVAFTKM Smart TV,00:34:02,Not latest view,US (United States)
everyone else,2020-10-19 01:10:40,00:40:08,,The 100: Season 1: Contents Under Pressure (Episode 7),,Amazon TVAFTKM Smart TV,00:41:33,00:41:33,US (United States)
everyone else,2020-10-18 23:34:00,00:00:04,Autoplayed: user action: None; ,The 100: Season 1: Contents Under Pressure (Episode 7),,Amazon TVAFTKM Smart TV,00:01:26,Not latest view,US (United States)
everyone else,2020-10-18 22:53:18,00:40:40,Autoplayed: user action: None; ,The 100: Season 1: His Sister's Keeper (Episode 6),,Amazon TVAFTKM Smart TV,00:41:55,00:41:55,US (United States)
everyone else,2020-10-18 22:13:56,00:39:21,Autoplayed: user action: None; ,The 100: Season 1: Twilight's Last Gleaming (Episode 5),,Amazon TVAFTKM Smart TV,00:40:33,00:40:33,US (United States)
everyone else,2020-10-18 21:33:24,00:40:28,,The 100: Season 1: Murphy's Law (Episode 4),,Amazon TVAFTKM Smart TV,00:40:28,00:40:28,US (United States)
everyone else,2020-10-18 21:33:00,00:00:15,Autoplayed: user action: None; ,Season 1 Trailer 1: The Haunting of Hill House,TRAILER,Amazon TVAFTKM Smart TV,00:00:15,00:00:15,US (United States)
everyone else,2020-10-18 18:56:43,00:00:21,Autoplayed: user action: None; ,The 100: Season 1: Murphy's Law (Episode 4),,Amazon TVAFTKM Smart TV,00:01:48,Not latest view,US (United States)
everyone else,2020-10-18 18:15:58,00:40:43,Autoplayed: user action: None; ,The 100: Season 1: Earth Kills (Episode 3),,Amazon TVAFTKM Smart TV,00:41:51,00:41:51,US (United States)
everyone else,2020-10-18 17:55:59,00:19:55,Autoplayed: user action: Unspecified; ,The 100: Season 1: Earth Skills (Episode 2),,Amazon TVAFTKM Smart TV,00:41:51,00:41:51,US (United States)
Angelica,2020-10-18 12:49:23,00:00:04,Autoplayed: user action: None; ,The Great British Baking Show: Collection 3: Pastry (Episode 6),,FireTV 4K Stick 2018,00:00:11,Not latest view,US (United States)
Angelica,2020-10-18 11:55:46,00:53:30,Autoplayed: user action: None; ,The Great British Baking Show: Collection 3: Alternative Ingredients (Episode 5),,FireTV 4K Stick 2018,00:53:37,00:53:37,US (United States)
Angelica,2020-10-18 11:02:02,00:53:38,Autoplayed: user action: None; ,The Great British Baking Show: Collection 3: Desserts (Episode 4),,FireTV 4K Stick 2018,00:53:45,00:53:45,US (United States)
Angelica,2020-10-18 10:08:53,00:53:01,Autoplayed: user action: Unspecified; ,The Great British Baking Show: Collection 3: Bread (Episode 3),,FireTV 4K Stick 2018,00:53:21,00:53:21,US (United States)
Angelica,2020-10-18 09:15:20,00:53:27,Autoplayed: user action: None; ,The Great British Baking Show: Collection 3: Biscuits (Episode 2),,FireTV 4K Stick 2018,00:53:34,00:53:34,US (United States)
Angelica,2020-10-18 08:20:46,00:54:27,,The Great British Baking Show: Collection 3: Cake (Episode 1),,FireTV 4K Stick 2018,00:54:27,00:54:27,US (United States)
Angelica,2020-10-18 07:27:25,00:53:11,,The Great British Baking Show: Collection 4: The Final (Episode 10),,FireTV 4K Stick 2018,00:53:35,00:53:35,US (United States)
Angelica,2020-10-18 07:20:07,00:00:04,Autoplayed: user action: None; ,The Great British Baking Show: Collection 4: The Final (Episode 10),,FireTV 4K Stick 2018,00:00:04,Not latest view,US (United States)
Angelica,2020-10-18 06:25:38,00:54:23,Autoplayed: user action: None; ,The Great British Baking Show: Collection 4: Patisserie (Episode 9),,FireTV 4K Stick 2018,00:54:29,00:54:29,US (United States)
Angelica,2020-10-18 05:31:01,00:54:30,Autoplayed: user action: None; ,The Great British Baking Show: Collection 4: Tudor Week (Episode 8),,FireTV 4K Stick 2018,00:54:30,00:54:30,US (United States)
Angelica,2020-10-18 05:11:44,00:19:09,Autoplayed: user action: Unspecified; ,The Great British Baking Show: Collection 4: Desserts (Episode 7),,FireTV 4K Stick 2018,00:54:29,00:54:29,US (United States)
Angelica,2020-10-18 04:42:53,00:28:23,,"The Haunting of Bly Manor: Season 1: The Two Faces, Part One (Episode 3)",,FireTV 4K Stick 2018,00:22:57,00:22:57,US (United States)
everyone else,2020-10-18 04:27:14,00:20:52,Autoplayed: user action: None; ,The 100: Season 1: Earth Skills (Episode 2),,Amazon TVAFTKM Smart TV,00:22:01,Not latest view,US (United States)
everyone else,2020-10-18 04:07:57,00:19:11,,The 100: Season 1: Pilot (Episode 1),,Amazon TVAFTKM Smart TV,00:40:47,00:40:47,US (United States)
everyone else,2020-10-18 03:57:18,00:03:28,Autoplayed: user action: Unspecified; ,The 100: Season 1: Pilot (Episode 1),,Amazon TVAFTKM Smart TV,00:21:38,Not latest view,US (United States)
everyone else,2020-10-18 03:36:09,00:18:11,Autoplayed: user action: None; ,The 100: Season 1: Pilot (Episode 1),,Amazon TVAFTKM Smart TV,00:18:11,Not latest view,US (United States)
everyone else,2020-10-18 03:35:51,00:00:09,Autoplayed: user action: None; ,Chilling Adventures of Sabrina: Part 1 (Trailer),TRAILER,Amazon TVAFTKM Smart TV,00:00:09,Not latest view,US (United States)
Angelica,2020-10-17 22:21:24,00:36:05,Autoplayed: user action: None; ,The Haunting of Bly Manor: Season 1: The Beast in the Jungle (Episode 9),,FireTV 4K Stick 2018,00:37:17,00:37:17,US (United States)
Angelica,2020-10-17 21:29:03,00:52:20,Autoplayed: user action: None; ,The Haunting of Bly Manor: Season 1: The Romance of Certain Old Clothes (Episode 8),,FireTV 4K Stick 2018,00:53:34,00:53:34,US (United States)
Angelica,2020-10-17 20:33:12,00:55:50,Autoplayed: user action: None; ,"The Haunting of Bly Manor: Season 1: The Two Faces, Part Two (Episode 7)",,FireTV 4K Stick 2018,00:57:01,00:57:01,US (United States)
Angelica,2020-10-17 19:30:35,01:02:29,Autoplayed: user action: None; ,The Haunting of Bly Manor: Season 1: The Jolly Corner (Episode 6),,FireTV 4K Stick 2018,01:03:40,01:03:40,US (United States)
Angelica,2020-10-17 18:39:35,00:50:58,Autoplayed: user action: None; ,The Haunting of Bly Manor: Season 1: The Altar of the Dead (Episode 5),,FireTV 4K Stick 2018,00:52:07,00:52:07,US (United States)
Angelica,2020-10-17 17:50:07,00:49:27,Autoplayed: user action: None; ,The Haunting of Bly Manor: Season 1: The Way It Came (Episode 4),,FireTV 4K Stick 2018,00:50:38,00:50:38,US (United States)
Angelica,2020-10-17 16:55:28,00:54:12,Autoplayed: user action: Unspecified; ,"The Haunting of Bly Manor: Season 1: The Two Faces, Part One (Episode 3)",,FireTV 4K Stick 2018,00:54:02,Not latest view,US (United States)
Angelica,2020-10-17 16:54:39,00:00:18,Autoplayed: user action: None; ,The Office (U.S.): Season 1_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:18,Not latest view,US (United States)
Angelica,2020-10-17 16:53:50,00:00:28,Autoplayed: user action: None; ,Trailer: The Trial of the Chicago 7,TRAILER,FireTV 4K Stick 2018,00:00:28,Not latest view,US (United States)
Angelica,2020-10-17 16:52:58,00:00:31,Autoplayed: user action: None; ,The 100: Season 1_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:31,Not latest view,US (United States)
Angelica,2020-10-17 16:52:46,00:00:06,Autoplayed: user action: None; ,The 100: Season 1_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:06,Not latest view,US (United States)
Angelica,2020-10-17 04:34:52,00:00:21,Autoplayed: user action: None; ,Troy_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:21,00:00:21,US (United States)
everyone else,2020-10-17 04:34:03,00:00:04,Autoplayed: user action: None; ,The Magicians: Season 1: Thirty-Nine Graves (Episode 12),,Amazon TVAFTKM Smart TV,00:01:11,Not latest view,US (United States)
Angelica,2020-10-17 04:32:26,00:01:47,Autoplayed: user action: None; ,Rattlesnake TextInTrailer_Control,TRAILER,FireTV 4K Stick 2018,00:01:47,00:01:47,US (United States)
Angelica,2020-10-17 04:32:05,00:00:06,Autoplayed: user action: None; ,Rim of the World (Trailer),TRAILER,FireTV 4K Stick 2018,00:00:06,00:00:06,US (United States)
Angelica,2020-10-17 04:31:33,00:00:09,Autoplayed: user action: None; ,1922 (Trailer),TRAILER,FireTV 4K Stick 2018,00:00:09,00:00:09,US (United States)
Angelica,2020-10-17 04:31:18,00:00:10,Autoplayed: user action: None; ,Drunk Parents_hook_01_16x9,HOOK,FireTV 4K Stick 2018,00:00:10,00:00:10,US (United States)
Angelica,2020-10-17 04:28:01,00:00:46,Autoplayed: user action: None; ,Marvel's Jessica Jones: Season 2 (Trailer 2),TRAILER,FireTV 4K Stick 2018,00:00:46,00:00:46,US (United States)
Angelica,2020-10-17 04:26:41,00:00:40,Autoplayed: user action: None; ,Back to the Future_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:40,00:00:40,US (United States)
Angelica,2020-10-17 04:26:32,00:00:04,Autoplayed: user action: None; ,Death Note_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:04,00:00:04,US (United States)
Angelica,2020-10-17 04:25:18,00:00:05,Autoplayed: user action: None; ,Sense8 (Trailer),TRAILER,FireTV 4K Stick 2018,00:00:05,00:00:05,US (United States)
Angelica,2020-10-17 04:25:03,00:00:10,Autoplayed: user action: None; ,Better Call Saul: Season 3_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:10,00:00:10,US (United States)
Angelica,2020-10-17 04:24:40,00:00:18,Autoplayed: user action: None; ,Better Call Saul: Season 3_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:18,Not latest view,US (United States)
Angelica,2020-10-17 04:24:21,00:00:04,Autoplayed: user action: None; ,Weeds: Season 1_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:04,00:00:04,US (United States)
Angelica,2020-10-17 04:20:05,00:00:33,Autoplayed: user action: None; ,Victorious: Season 1_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:33,00:00:33,US (United States)
Angelica,2020-10-17 04:19:35,00:00:21,Autoplayed: user action: None; ,The Parkers: Season 1_hook_03_16x9,HOOK,FireTV 4K Stick 2018,00:00:21,00:00:21,US (United States)
Angelica,2020-10-17 04:19:21,00:00:07,Autoplayed: user action: None; ,Sense8 (Trailer),TRAILER,FireTV 4K Stick 2018,00:00:07,Not latest view,US (United States)
Angelica,2020-10-17 04:18:37,00:00:37,Autoplayed: user action: None; ,Glitch (Trailer),TRAILER,FireTV 4K Stick 2018,00:00:37,Not latest view,US (United States)
Angelica,2020-10-17 04:18:07,00:00:14,Autoplayed: user action: None; ,The Help_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:14,00:00:14,US (United States)
Angelica,2020-10-17 04:16:27,00:00:33,Autoplayed: user action: None; ,The Help_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:33,Not latest view,US (United States)
Angelica,2020-10-17 04:16:12,00:00:10,Autoplayed: user action: None; ,The Theory of Everything_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:10,00:00:10,US (United States)
Angelica,2020-10-17 04:15:31,00:00:25,Autoplayed: user action: None; ,Designated Survivor (Trailer),TRAILER,FireTV 4K Stick 2018,00:00:25,00:00:25,US (United States)
Angelica,2020-10-17 04:14:36,00:00:33,Autoplayed: user action: None; ,The Game: Season 1_hook_02_16x9,HOOK,FireTV 4K Stick 2018,00:00:33,00:00:33,US (United States)
Angelica,2020-10-17 03:59:22,00:00:07,Autoplayed: user action: None; ,The Walking Dead: Season 1_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:07,00:00:07,US (United States)
Angelica,2020-10-17 03:59:03,00:00:06,Autoplayed: user action: None; ,Season 1 Trailer: The Cabin with Bert Kreischer,TRAILER,FireTV 4K Stick 2018,00:00:06,00:00:06,US (United States)
Angelica,2020-10-17 03:58:27,00:00:18,Autoplayed: user action: None; ,The Office (U.S.): Season 1_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:18,Not latest view,US (United States)
Angelica,2020-10-17 03:58:04,00:00:08,Autoplayed: user action: None; ,The Notebook_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:08,00:00:08,US (United States)
Angelica,2020-10-17 03:57:31,00:00:05,Autoplayed: user action: None; ,Season 1 Trailer 3: The Haunting of Hill House,TRAILER,FireTV 4K Stick 2018,00:00:05,Not latest view,US (United States)
Angelica,2020-10-17 03:54:44,00:02:17,,"The Cabin with Bert Kreischer: Season 1: MIND, BODY AND SOUL (Episode 1)",,FireTV 4K Stick 2018,00:02:17,00:02:17,US (United States)
everyone else,2020-10-17 03:52:18,00:41:43,Autoplayed: user action: None; ,The Magicians: Season 1: Remedial Battle Magic (Episode 11),,Amazon TVAFTKM Smart TV,00:42:51,Not latest view,US (United States)
everyone else,2020-10-17 03:10:08,00:42:08,Autoplayed: user action: None; ,The Magicians: Season 1: Homecoming (Episode 10),,Amazon TVAFTKM Smart TV,00:42:54,00:42:54,US (United States)
everyone else,2020-10-17 02:27:12,00:42:52,,The Magicians: Season 1: The Writing Room (Episode 9),,Amazon TVAFTKM Smart TV,00:42:52,00:42:52,US (United States)
everyone else,2020-10-17 02:26:46,00:00:05,Autoplayed: user action: None; ,Evil: Season 1_hook_05_16x9,HOOK,Amazon TVAFTKM Smart TV,00:00:05,00:00:05,US (United States)
everyone else,2020-10-17 02:12:54,00:10:37,Autoplayed: user action: None; ,The Good Place: Season 4: A Girl From Arizona - Part 2 (Episode 2),,Amazon TVAFTKM Smart TV,00:10:54,00:10:54,US (United States)
everyone else,2020-10-17 01:50:22,00:22:28,,The Good Place: Season 4: A Girl From Arizona - Part 1 (Episode 1),,Amazon TVAFTKM Smart TV,00:22:28,00:22:28,US (United States)
everyone else,2020-10-17 01:50:08,00:00:05,Autoplayed: user action: None; ,The Good Place: Season 1_hook_primary_16x9,HOOK,Amazon TVAFTKM Smart TV,00:00:05,00:00:05,US (United States)
everyone else,2020-10-17 01:49:38,00:00:05,Autoplayed: user action: None; ,The Magicians: Season 1_hook_primary_16x9,HOOK,Amazon TVAFTKM Smart TV,00:00:05,Not latest view,US (United States)
everyone else,2020-10-16 23:09:05,00:42:08,Autoplayed: user action: None; ,The 100: Season 7: The Last War (Episode 16),,Amazon TVAFTKM Smart TV,00:42:45,00:42:45,US (United States)
everyone else,2020-10-16 22:28:36,00:40:26,,The 100: Season 7: The Dying of the Light (Episode 15),,Amazon TVAFTKM Smart TV,00:41:48,00:41:48,US (United States)
everyone else,2020-10-16 21:48:21,00:40:12,Autoplayed: user action: Unspecified; ,The 100: Season 7: A Sort of Homecoming (Episode 14),,Amazon TVAFTKM Smart TV,00:41:53,00:41:53,US (United States)
everyone else,2020-10-16 21:07:57,00:40:21,,The 100: Season 7: Blood Giant (Episode 13),,Amazon TVAFTKM Smart TV,00:41:31,00:41:31,US (United States)
everyone else,2020-10-16 20:50:22,00:17:14,,The 100: Season 7: The Stranger (Episode 12),,Amazon TVAFTKM Smart TV,00:41:54,00:41:54,US (United States)
everyone else,2020-10-16 20:49:04,00:00:05,Autoplayed: user action: None; ,Evil: Season 1_hook_05_16x9,HOOK,Amazon TVAFTKM Smart TV,00:00:05,Not latest view,US (United States)
Angelica,2020-10-16 05:44:16,00:35:22,Autoplayed: user action: None; ,The Great British Baking Show: Collection 4: Desserts (Episode 7),,FireTV 4K Stick 2018,00:35:22,Not latest view,US (United States)
everyone else,2020-10-16 05:02:28,00:00:04,Autoplayed: user action: None; ,The 100: Season 7: The Last War (Episode 16),,Amazon TVAFTKM Smart TV,00:00:41,Not latest view,US (United States)
Angelica,2020-10-16 04:49:55,00:54:12,Autoplayed: user action: Unspecified; ,The Great British Baking Show: Collection 4: Botanical (Episode 6),,FireTV 4K Stick 2018,00:54:27,00:54:27,US (United States)
Angelica,2020-10-16 04:49:23,00:00:12,Autoplayed: user action: None; ,"The Haunting of Bly Manor: Season 1: The Two Faces, Part One (Episode 3)",,FireTV 4K Stick 2018,00:01:23,Not latest view,US (United States)
Angelica,2020-10-16 04:23:22,00:25:57,,The Haunting of Bly Manor: Season 1: The Pupil (Episode 2),,FireTV 4K Stick 2018,00:43:18,00:43:18,US (United States)
everyone else,2020-10-16 04:21:34,00:40:53,Autoplayed: user action: None; ,The 100: Season 7: The Dying of the Light (Episode 15),,Amazon TVAFTKM Smart TV,00:41:48,Not latest view,US (United States)
Angelica,2020-10-16 03:54:45,00:16:11,Autoplayed: user action: None; ,The Haunting of Bly Manor: Season 1: The Pupil (Episode 2),,FireTV 4K Stick 2018,00:17:22,Not latest view,US (United States)
everyone else,2020-10-16 03:40:52,00:40:41,Autoplayed: user action: None; ,The 100: Season 7: A Sort of Homecoming (Episode 14),,Amazon TVAFTKM Smart TV,00:41:56,Not latest view,US (United States)
Angelica,2020-10-16 03:28:32,00:26:11,,The Haunting of Bly Manor: Season 1: The Great Good Place (Episode 1),,FireTV 4K Stick 2018,00:51:36,00:51:36,US (United States)
everyone else,2020-10-16 02:59:57,00:40:46,Autoplayed: user action: None; ,The 100: Season 7: Blood Giant (Episode 13),,Amazon TVAFTKM Smart TV,00:41:31,Not latest view,US (United States)
Angelica,2020-10-16 02:56:29,00:25:26,,The Haunting of Bly Manor: Season 1: The Great Good Place (Episode 1),,FireTV 4K Stick 2018,00:25:26,Not latest view,US (United States)
Angelica,2020-10-16 02:56:20,00:00:02,,The Haunting of Bly Manor: Season 1: The Pupil (Episode 2),,FireTV 4K Stick 2018,00:00:02,Not latest view,US (United States)
Angelica,2020-10-16 02:53:37,00:01:45,Autoplayed: user action: Unspecified; ,The Haunting of Hill House: Season 1: Steven Sees a Ghost (Episode 1),,FireTV 4K Stick 2018,00:01:45,00:01:45,US (United States)
Angelica,2020-10-16 02:21:57,00:00:09,Autoplayed: user action: None; ,The Haunting of Hill House: Season 1: Steven Sees a Ghost (Episode 1),,FireTV 4K Stick 2018,00:00:09,Not latest view,US (United States)
everyone else,2020-10-16 02:18:04,00:41:51,Autoplayed: user action: None; ,The 100: Season 7: The Stranger (Episode 12),,Amazon TVAFTKM Smart TV,00:41:56,Not latest view,US (United States)
everyone else,2020-10-16 01:36:38,00:41:25,Autoplayed: user action: None; ,The 100: Season 7: Etherea (Episode 11),,Amazon TVAFTKM Smart TV,00:42:00,00:42:00,US (United States)
everyone else,2020-10-16 00:59:50,00:36:40,,The 100: Season 7: A Little Sacrifice (Episode 10),,Amazon TVAFTKM Smart TV,00:42:01,00:42:01,US (United States)
Angelica,2020-10-15 08:18:03,00:01:55,Autoplayed: user action: None; ,Schitt's Creek: Season 5: The Plant (Episode 3),,Netflix Chrome MAC (Cadmium) HTML 5,00:02:00,Not latest view,US (United States)
Angelica,2020-10-15 07:56:38,00:21:23,Autoplayed: user action: None; ,Schitt's Creek: Season 5: Love Letters (Episode 2),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:28,00:21:28,US (United States)
Angelica,2020-10-15 07:35:14,00:21:23,Autoplayed: user action: None; ,Schitt's Creek: Season 5: The Crowening (Episode 1),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:28,00:21:28,US (United States)
Angelica,2020-10-15 07:10:28,00:24:45,Autoplayed: user action: None; ,"Schitt's Creek: Season 4: Merry Christmas, Johnny Rose (Episode 13)",,Netflix Chrome MAC (Cadmium) HTML 5,00:24:49,00:24:49,US (United States)
Angelica,2020-10-15 06:50:15,00:20:12,,Schitt's Creek: Season 4: Singles Week (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:30,00:21:30,US (United States)
everyone else,2020-10-15 04:47:48,00:00:04,Autoplayed: user action: None; ,The 100: Season 7: Etherea (Episode 11),,Amazon TVAFTKM Smart TV,00:00:39,Not latest view,US (United States)
everyone else,2020-10-15 04:06:26,00:41:19,Autoplayed: user action: None; ,The 100: Season 7: A Little Sacrifice (Episode 10),,Amazon TVAFTKM Smart TV,00:42:01,Not latest view,US (United States)
everyone else,2020-10-15 03:26:32,00:39:52,Autoplayed: user action: None; ,The 100: Season 7: The Flock (Episode 9),,Amazon TVAFTKM Smart TV,00:40:54,00:40:54,US (United States)
everyone else,2020-10-15 02:45:15,00:41:13,Autoplayed: user action: Unspecified; ,The 100: Season 7: Anaconda (Episode 8),,Amazon TVAFTKM Smart TV,00:42:00,00:42:00,US (United States)
everyone else,2020-10-15 02:44:09,00:00:56,Autoplayed: user action: None; ,Chilling Adventures of Sabrina: Part 1 (Trailer),TRAILER,Amazon TVAFTKM Smart TV,00:00:56,Not latest view,US (United States)
everyone else,2020-10-15 02:39:37,00:00:10,Autoplayed: user action: None; ,The 100: Season 7: Anaconda (Episode 8),,Amazon TVAFTKM Smart TV,00:00:49,Not latest view,US (United States)
everyone else,2020-10-15 01:59:25,00:40:07,,The 100: Season 7: The Queen's Gambit (Episode 7),,Amazon TVAFTKM Smart TV,00:41:09,00:41:09,US (United States)
everyone else,2020-10-15 01:47:55,00:10:39,,The 100: Season 7: Nakara (Episode 6),,Amazon TVAFTKM Smart TV,00:41:35,00:41:35,US (United States)
everyone else,2020-10-15 01:46:56,00:00:45,,The 100: Season 7: The Queen's Gambit (Episode 7),,Amazon TVAFTKM Smart TV,00:01:15,Not latest view,US (United States)
everyone else,2020-10-15 01:46:23,00:00:06,Autoplayed: user action: None; ,The 100: Season 1_hook_primary_16x9,HOOK,Amazon TVAFTKM Smart TV,00:00:06,Not latest view,US (United States)
everyone else,2020-10-15 01:46:13,00:00:05,Autoplayed: user action: None; ,Chilling Adventures of Sabrina: Part 1 (Trailer),TRAILER,Amazon TVAFTKM Smart TV,00:00:05,Not latest view,US (United States)
Angelica,2020-10-14 06:09:22,00:01:13,Autoplayed: user action: None; ,Schitt's Creek: Season 4: Singles Week (Episode 12),,Netflix Chrome MAC (Cadmium) HTML 5,00:01:18,Not latest view,US (United States)
everyone else,2020-10-14 05:50:27,01:25:06,Autoplayed: user action: Unspecified; ,Silent Hill: Revelation,,Amazon TVAFTKM Smart TV,01:05:00,Not latest view,US (United States)
Angelica,2020-10-14 05:47:57,00:21:25,Autoplayed: user action: None; ,Schitt's Creek: Season 4: The Rollout (Episode 11),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:30,00:21:30,US (United States)
Angelica,2020-10-14 05:45:27,00:02:28,,Schitt's Creek: Season 4: Baby Sprinkle (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:28,00:21:28,US (United States)
everyone else,2020-10-14 05:10:55,00:00:04,Autoplayed: user action: Unspecified; ,Silent Hill: Revelation,,Amazon TVAFTKM Smart TV,00:00:04,Not latest view,US (United States)
Angelica,2020-10-14 03:58:21,00:18:56,Autoplayed: user action: None; ,Schitt's Creek: Season 4: Baby Sprinkle (Episode 10),,Netflix Chrome MAC (Cadmium) HTML 5,00:19:00,Not latest view,US (United States)
Angelica,2020-10-14 03:42:25,00:15:54,,Schitt's Creek: Season 4: The Olive Branch (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:28,00:21:28,US (United States)
everyone else,2020-10-13 15:55:39,00:00:04,Autoplayed: user action: None; ,The 100: Season 1_hook_primary_16x9,HOOK,Amazon TVAFTKM Smart TV,00:00:04,Not latest view,US (United States)
everyone else,2020-10-13 15:55:31,00:00:06,Autoplayed: user action: None; ,Season 1 Trailer 1: The Haunting of Hill House,TRAILER,Amazon TVAFTKM Smart TV,00:00:06,Not latest view,US (United States)
Angelica,2020-10-13 07:12:28,00:05:29,Autoplayed: user action: None; ,Schitt's Creek: Season 4: The Olive Branch (Episode 9),,Netflix Chrome MAC (Cadmium) HTML 5,00:05:34,Not latest view,US (United States)
Angelica,2020-10-13 06:51:03,00:21:24,Autoplayed: user action: None; ,Schitt's Creek: Season 4: The Jazzaguy (Episode 8),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:29,00:21:29,US (United States)
Angelica,2020-10-13 06:29:39,00:21:24,Autoplayed: user action: Unspecified; ,Schitt's Creek: Season 4: The Barbecue (Episode 7),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:29,00:21:29,US (United States)
Angelica,2020-10-13 06:07:38,00:21:25,Autoplayed: user action: None; ,Schitt's Creek: Season 4: Open Mic (Episode 6),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:29,00:21:29,US (United States)
everyone else,2020-10-13 06:04:23,00:00:04,Autoplayed: user action: None; ,The 100: Season 7: Anaconda (Episode 8),,Amazon TVAFTKM Smart TV,00:00:43,Not latest view,US (United States)
Angelica,2020-10-13 05:46:11,00:21:26,Autoplayed: user action: None; ,Schitt's Creek: Season 4: RIP Moira Rose (Episode 5),,Netflix Chrome MAC (Cadmium) HTML 5,00:21:30,00:21:30,US (United States)
